,epochs,train_loss,test_loss
0,0,0.09235720468472831,0.07865356281399727
1,1,0.07454175469052943,0.06657448248006403
2,2,0.0645903126348423,0.06402842747047544
3,3,0.06266936541923994,0.060941580682992935
4,4,0.06174876173085804,0.061382499523460865
5,5,0.06113258277690863,0.06128446478396654
6,6,0.06059481642102894,0.06033318815752864
7,7,0.05898976462739933,0.06003497284837067
8,8,0.05843462365903432,0.05965107120573521
9,9,0.05699548988214022,0.05814932961948216
10,10,0.0563542614632015,0.05731681059114635
11,11,0.055112521105174776,0.056243693456053734
12,12,0.053976687920998925,0.05518921907059848
13,13,0.05289795532633987,0.05421276856213808
14,14,0.052144558463670033,0.05293966527096927
15,15,0.05052780185507823,0.05164811364375055
16,16,0.04907084737397448,0.050323713570833206
17,17,0.047741244723902475,0.048864955082535744
18,18,0.046230000667745554,0.04732751322444528
19,19,0.04446814077187188,0.04599022644106299
20,20,0.04193752902689614,0.04332561977207661
21,21,0.03924069126855723,0.04253036668524146
22,22,0.036128054007510596,0.034104236867278814
23,23,0.03329340627864946,0.030690321465954185
24,24,0.030824403113485138,0.03145932126790285
25,25,0.027572717812336698,0.026358572067692876
26,26,0.02578367707850058,0.02325833134818822
27,27,0.023183094125382508,0.023016385675873607
28,28,0.020653845494778098,0.019120557990390807
29,29,0.01823742354076497,0.018685093091335148
30,30,0.017117583275407175,0.017670282628387213
31,31,0.015354463500501235,0.0155572485527955
32,32,0.013885774254751734,0.014360572007717565
33,33,0.012806340663021878,0.013190383207984269
34,34,0.011386280469714275,0.011544144072104245
35,35,0.01065172939384474,0.011359494790667668
36,36,0.009518141145051657,0.010242281074170023
37,37,0.008845820103453684,0.008609627751866356
38,38,0.008731721994714647,0.007333929752348922
39,39,0.008085631402916734,0.00866101510473527
40,40,0.007383315085692779,0.006876088897115551
41,41,0.007140065195581204,0.007582494872622192
42,42,0.006989124496290578,0.007893246976891533
43,43,0.00634214295593055,0.004951157461619005
44,44,0.00579499594478196,0.007859424222260714
45,45,0.005830691135606339,0.005249250098131597
46,46,0.005589795313610495,0.0066296533041168
47,47,0.00569049232120661,0.0072841920191422105
48,48,0.005431179279944848,0.004580569235258736
49,49,0.004726369387788486,0.0051049723697360605
50,50,0.005099013259139242,0.003189828581525944
51,51,0.004759470218957602,0.003942407653084956
52,52,0.004377382716069682,0.005394719308242202
53,53,0.004763087657091644,0.004164881989709102
54,54,0.004162589705525603,0.003209221875295043
55,55,0.00435690759810843,0.005982276357826777
56,56,0.004172856368336685,0.0034686331055127084
57,57,0.0039248437785743915,0.004983375518349931
58,58,0.0040153280457576055,0.0027961931482423097
59,59,0.0038268133670775386,0.005930588697083294
60,60,0.0038554742563916724,0.003158672130666673
61,61,0.0038613115033559217,0.005401798305683769
62,62,0.003709573944134614,0.0022704509465256706
63,63,0.003577863121894483,0.003133662059553899
64,64,0.0034293391287939837,0.0037551714631263167
65,65,0.0034113954104294506,0.0050282257434446365
66,66,0.003580568591869566,0.0036210357502568513
67,67,0.0036166628669428674,0.002425358135951683
68,68,0.003382278533351808,0.0031850849627517164
69,69,0.003447843574081795,0.006901318993186578
70,70,0.0033547779106051674,0.0054121532157296315
71,71,0.0033568666822017656,0.0029499384545488283
72,72,0.003357045899168883,0.0077719482069369406
73,73,0.0032492848953137856,0.002932044575572945
74,74,0.0031184119745629214,0.0034547258110251278
75,75,0.0031567576932249285,0.0029143229039618745
76,76,0.0030130954500570705,0.002941858590929769
77,77,0.0030842180823600746,0.004100610560271889
78,78,0.003093967528106008,0.004151897126575932
79,79,0.0030420118916331777,0.002027062466368079
80,80,0.003244449892906543,0.0033484761079307646
81,81,0.0030292849855120237,0.004851635312661529
82,82,0.0029811339299607126,0.003680935231386684
83,83,0.0031215630101829863,0.003265483959694393
84,84,0.0029140105787841485,0.0019799229703494348
85,85,0.0028990693213536015,0.004792481835465878
86,86,0.0030205996922229097,0.002312276112206746
87,87,0.0029657798210642287,0.0022324548481265083
88,88,0.0028960632220724055,0.0020221815138938837
89,89,0.002948897425085306,0.004144584119785577
90,90,0.002723565192515903,0.0018629799014888704
91,91,0.0027547238926591846,0.002261686066049151
92,92,0.002633200029995811,0.0030806471331743523
93,93,0.002740340271251441,0.008541124843759462
94,94,0.002711401309205007,0.0027479215714265592
95,95,0.002654884051814487,0.002204750766395591
96,96,0.00287582890625713,0.002397499520156998
97,97,0.0024096493674088506,0.0025667028821771964
98,98,0.0028415335374707474,0.0030095580004854128
99,99,0.0024851845721773143,0.00349340213870164
